order_id,num_products,kg,un,on_demand,total_minutes,seniority,found_rate,picking_speed,accepted_rate,rating,promised_weekday,promised_weekofyear,promised_hour,promised_minute,promised_weekhour,haversine_distance
194058b89a6c2ed2622ba1b81224ad7d,33,2.505,78.0,0,150.10608435,1,0.8816,1.38,0.92,4.8,5,42,14,0,134,0.962441451176809
79c3b9568bb52c3b3d0a3883a901abbd,4,,76.0,0,114.937738083333,1,0.8895,1.2,0.96,4.92,5,42,17,0,137,3.0368900652181154
a880f89b479b593621635503f83fc881,43,13.061,178.0,0,118.640454333333,1,0.8516,1.74,0.96,4.92,5,42,0,0,120,2.6302009923733802
b6379699042ce260c4e5536a1d918915,13,1.3,24.0,1,58.5813618666667,3,0.8426,1.64,0.88,4.73,4,42,23,24,119,4.5397310282087275
25606e84b8d567fb53b599e1f6ac7602,26,3.43,56.0,1,35.1432308333333,1,0.9194,1.1,1.0,4.8,5,42,12,36,132,1.9434289538782474
8c565aa96d9531c1c1c54f8e613a137e,9,,30.0,1,78.3309457833333,1,0.7984,1.62,0.92,4.84,4,42,21,44,117,2.5108604803027403
efa581754dc97372c56a5cb82b1cbbae,2,,2.0,0,28.837600383333307,1,0.8788,1.56,1.0,4.8,5,42,18,0,138,1.0841951763810214
e38ad216b330ea09100cdd5dfca303da,21,0.8,35.0,0,87.3924601833333,2,0.816,2.15,0.96,4.75,5,42,20,0,140,1.9813942585205762
389cb00860efe16ad1e0ca29e5c10889,4,,4.0,1,96.1041458833333,3,0.8432,2.67,0.96,4.92,4,42,21,8,117,1.9158779748646075
bed408e5ffdcd7a21ed036814769aa4f,25,0.7979999999999999,84.0,0,80.04304085,1,0.8847,1.74,0.8947368421052628,4.75,5,42,13,0,133,2.55555288582211
d2d9b12591bef28e19664ad5b43f02cb,36,,64.0,1,89.4480578666667,1,0.8444,1.63,0.92,4.96,4,42,23,12,119,5.34638980134609
7295565e278762b10b62d099b599ce07,10,0.568,33.0,1,81.4661502166667,3,0.8583,1.14,0.96,4.8,4,42,23,40,119,4.110961796017573
4b260099ab76be93ed92778ae0112c9c,27,,48.0,1,110.09622108333299,1,0.8467,1.27,0.88,4.68,4,42,22,7,118,3.5094393649459583
66a6c5a507ff3b4f17dcd28122179dd5,10,0.8,18.0,1,79.80001913333331,1,0.888,1.75,1.0,4.8,5,42,17,42,137,11.556516945545587
16632ce4e1e06d4c852127777ad02f6d,27,3.602,41.0,1,73.2476040166667,2,0.8251,1.5,0.84,4.79,4,42,22,30,118,3.580143648986815
0bbc78266238d8faf386bd9515fe18ba,2,,2.0,0,47.7118471,2,0.8616,3.5,0.88,4.76,5,42,18,0,138,4.464691897108775
a91c8e82a697b0450c89762e098f521f,19,,46.0,0,108.2898474,1,0.8721,1.25,0.92,5.0,5,42,17,0,137,2.0722031392424296
0b8542146c2fb5c6b88394ae40e69400,7,0.5,15.0,0,65.9575475166667,1,0.8597,1.82,0.96,4.96,5,42,15,0,135,2.0085543587896075
4cfcfad8be55e0c8d01199e01cb0e0cb,5,,7.0,0,65.4492462166667,3,0.8889,2.5,1.0,5.0,5,42,18,0,138,4.3628522124866285
b0568bb5519e7fbfef3b27c34f3fa68b,12,,19.0,0,106.598731916667,1,0.8862,1.56,1.0,5.0,5,42,13,0,133,1.4590639278381883
6bd2d56d05a8485e19e619f33c6181fd,20,,43.0,0,143.99436825,2,0.8314,1.67,0.72,4.96,5,42,21,0,141,11.164656182517419
774a039966296e6e7805d9fe3ff5d20a,10,1.0,28.0,1,80.1136638833333,3,0.8451,2.8,1.0,4.92,5,42,21,40,141,1.1246512498546404
869a1e458f0cfa02c03fb964f43deafb,21,0.8859999999999999,38.0,0,71.62388325,1,0.8688,1.17,1.0,5.0,5,42,1,0,121,5.102426706361741
d7544d578e4f7ee1d4b50435d5bd7390,7,1.3,7.0,1,60.3411775666667,2,0.9066,1.27,0.8,4.92,5,42,20,45,140,1.1311724292314695
84044480dfd4f7997788149a7f3b9fe7,24,2.1,29.0,0,94.42689021666668,2,0.9017,1.35,0.84,4.52,5,42,17,0,137,1.8737492227912815
6ec4273bd8fe94e1762db7b2e35ea280,18,0.6,20.0,0,76.85583093333331,2,0.8892,1.83,0.56,4.79,4,42,23,0,119,3.776591428405671
1ab72cbea095e82f27df0cb046616e6a,23,,23.0,1,75.17010405,1,0.7984,1.62,0.92,4.84,4,42,20,36,116,3.2557431852964007
b956da73b79fa668d3f45e66d54475f0,39,1.435,68.0,0,112.683612016667,1,0.8626,1.0,0.96,4.92,5,42,18,0,138,5.6639008601967396
1cfc71e8b59fe85c51292e1f4a09f146,57,0.95,134.0,0,124.169760233333,2,0.8648,1.33,0.8,5.0,4,42,23,0,119,5.621902773548856
2f187867ec77f94c605f25269db4b739,6,,14.0,0,104.8285522,2,,2.19,1.0,,5,42,20,0,140,3.0062863095588614
188264e3add6429218a306bfc4aa85bb,1,,1.0,0,40.35787615,1,0.8487,1.67,0.88,5.0,5,42,15,0,135,4.2924643693339215
9a7628e66e26aea6e67ab5d003600f5d,23,8.251999999999999,31.0,1,63.6825807166667,1,0.8824,1.38,0.96,4.96,4,42,23,17,119,1.4355069233608626
ec0053b153f475a796533943d5b01770,23,0.664,72.0,1,63.453709033333304,1,0.8922,1.21,1.0,4.96,5,42,17,8,137,2.9424467932538683
75a844df5e13e944898227eba0192711,19,2.778,17.0,0,51.4862177666667,1,0.8641,1.48,0.96,4.92,5,42,13,0,133,2.1355660139677495
de59d7583c2d036dd9bc52e8740b4ea9,1,,1.0,0,40.3768316833333,2,0.8379,1.95,0.64,4.72,5,42,19,0,139,0.8672182131224866
0fdf759ecc5401e048dc2f06cbb3f59d,3,,8.0,0,77.2241403333333,1,0.9034,1.55,1.0,4.8,5,42,0,0,120,3.893506292290132
953c62caef91bd7d80ad6ecdd15568c7,14,4.47,36.0,1,128.095382733333,1,0.8429,1.33,0.96,4.84,5,42,18,0,138,2.2705704543723777
014881ede5bb3647d7a8a273e88ca814,16,1.745,40.0,0,56.3306964833333,2,0.9041,1.68,0.7058823529411771,4.88,5,42,13,0,133,2.6009123819874143
3d1e635cc869fe3967e84fe6182fcaf0,31,2.005,91.0,0,67.9868742333333,1,0.8514,1.64,1.0,4.92,5,42,20,0,140,1.8727101049190997
0c03ccf658bd6fe826da8a66c6ad709b,24,0.2,38.0,0,86.6712775833333,1,0.826,1.71,1.0,5.0,5,42,1,0,121,2.7032402586069977
1c258c3f4471d17fd139d338f88fcff4,19,1.11,22.0,1,58.6305055666667,3,0.8734,2.17,1.0,4.92,5,42,14,45,134,3.801195157296874
ec613cd74be06e0858e54d8bcb57e74f,9,2.38,9.0,0,91.3862459833333,1,0.8676,1.43,0.96,5.0,5,42,0,0,120,2.1997737061924174
ccf96cd5524bbd89b21273172a2b44ab,12,2.08,13.0,1,47.777512666666695,3,0.8584,2.2,0.88,4.92,5,42,17,42,137,3.629470855184722
ede31bb2d713b67b969554d31831cd64,15,3.8680000000000003,15.0,0,46.5221305333333,1,0.8474,1.56,0.96,4.68,5,42,18,0,138,3.233778515596578
9873cd25fdd4be21a9a3ad7b7c033079,24,3.846,41.0,0,91.1828310833333,2,0.8887,1.43,0.72,5.0,5,42,17,0,137,6.589723954265555
ec6383e0d43cbb1a68038636e966a4a6,4,1.5,3.0,1,50.7396859833333,3,0.8933,2.7,0.8,5.0,5,42,0,52,120,3.060809918946306
46481fb6d2fe91d0799daf1a50a590bc,9,0.3,23.0,1,57.08910329999999,3,0.8656,2.22,0.92,4.72,4,42,23,45,119,0.682654294397479
c82cecdf2f874c1b3f59e3f6669a0a4a,43,0.66,69.0,0,110.182560433333,1,0.8748,1.18,1.0,4.92,4,42,22,0,118,4.619642316645888
1b427b254316e39bb42786dc980ed9fd,16,0.4,18.0,1,87.37951095,1,0.9453,1.48,0.88,4.8,4,42,21,45,117,2.7236862591781485
a2745c96498d3cb0dd28785d4993d8d1,30,0.3,68.0,0,68.4201171,1,0.8979,1.49,1.0,4.8,5,42,17,0,137,3.7385006287276714
eed37f9d3fb59107b348ddce9e625881,24,3.968,46.0,1,59.468516,1,0.8717,1.27,0.96,4.84,5,42,16,16,136,1.5297549025455763
b77d21894f2af979b90919310b3929c9,19,0.95,21.0,0,59.9701592333333,1,0.8946,1.42,1.0,4.84,5,42,16,0,136,0.30174308293180535
fe0da24df46284bab8f770e642d250bc,3,,3.0,1,39.03566455,2,0.8264,4.31,0.96,4.78,5,42,17,27,137,1.2486086758045245
6e4c9785b2c6642b3999808b47acabdc,28,2.27,40.0,1,89.0681966,1,0.8546,0.9,0.92,5.0,4,42,21,14,117,5.10214077845987
b2a46e83b6cfa416ff9eef9240c9f755,1,,1.0,1,60.2002169666667,2,,2.19,0.8947368421052628,5.0,4,42,20,40,116,2.3620253399823308
d4692024c31ac2db6eca7bdadbf65ce7,17,,21.0,0,104.030077533333,1,0.8477,1.47,0.88,4.72,5,42,14,0,134,4.334070783565553
aff9f9dba2538d4923280b63f1881f46,25,4.406000000000001,44.0,0,107.406492983333,2,0.8961,1.64,0.84,4.72,4,42,22,0,118,1.696013476603593
175bcc294e819e2d4d5be792e8269942,13,0.3,50.0,1,51.72657835,1,0.8779,0.82,0.92,4.96,4,42,23,58,119,2.6528840015085797
87e59aefe707143ee0aac10d733bc812,16,0.6,22.0,0,119.1407863,1,0.8544,0.83,0.96,5.0,5,42,18,0,138,1.8716797853584992
f05e658aaae3485f30bee9032735de24,5,0.5,4.0,0,62.4766909666667,1,0.8523,1.17,0.96,4.96,5,42,19,0,139,2.6470462944965027
b715b17895f2b6205456c4287e2ee371,41,3.4,114.0,0,70.9868967,1,0.8894,1.25,1.0,4.92,5,42,14,0,134,0.5521046044967058
994a902a2b4fb1d9eb08f7e9c7b33f64,1,,1.0,1,31.0839730833333,1,0.8781,0.93,0.96,4.96,5,42,14,47,134,4.57813128376245
b86ba1ad23d1836f15a6ca8ca6b68916,25,2.922,27.0,1,154.326481166667,2,0.8071,3.65,0.8,4.76,5,42,16,41,136,3.1601120450067857
63cefa2771046652f9f6a18547b8612f,19,0.284,33.0,0,81.9554245666667,3,0.8495,2.89,0.92,4.92,5,42,16,0,136,4.096140439622296
ed426a2bba16c8277d4a5af781d37847,12,,20.0,1,71.8949628666667,3,0.8390000000000001,1.36,0.96,4.64,4,42,21,2,117,2.1235339735704657
47c8a07f859142629760e9e9614eed1a,1,,2.0,0,38.4852800333333,1,0.8871,1.89,1.0,4.88,5,42,18,0,138,1.116736967801431
dc376f484bd3fd039ecc59635c248b39,46,4.75,71.0,0,92.7523037666667,1,0.8742,1.26,0.88,5.0,5,42,18,0,138,3.439485068997902
4dc6413143929ad4c751e049574dd1e3,52,0.3,93.0,1,82.07100595,1,0.852,1.19,1.0,4.6,5,42,15,36,135,1.9475312065581194
c0638ebbada28568f91d257152a7b080,29,0.5,65.0,0,67.2463128,1,0.8528,1.5,1.0,4.64,5,42,0,0,120,1.5532607365229258
e508fc34ad0cccc163ef4cf2b5d0d114,45,2.4400000000000004,90.0,1,97.1902978166667,1,0.8468,1.24,1.0,4.96,5,42,15,43,135,5.2550393971367155
8b369636fd3322a4c22cfcdeb7bcd681,8,,9.0,1,65.88053056666669,4,,2.19,,,4,42,19,7,115,2.674416802366923
295676b48096815c332b5186fee60b79,17,8.898,27.0,1,76.5631382833333,1,0.8855,1.11,1.0,4.96,5,42,0,34,120,6.813763615834372
9566908384338eee1e58aaed1358f2b0,61,1.671,116.0,0,165.47018765,1,0.8668,1.6,1.0,4.96,5,42,17,0,137,4.406112452756507
1798517ac75d50780efe1170eea3bcfb,34,5.505,46.0,0,112.078793816667,2,0.8221,2.4,0.8,4.92,4,42,23,0,119,1.7842608667059008
b09593da03307d6949aa7385434ddfd5,10,0.85,14.0,0,64.5020876833333,2,0.8727,1.79,0.84,4.68,5,42,19,0,139,6.805248686216597
d0041119c7c3186881841791faeccb2b,9,1.4,11.0,0,21.6559643,1,0.8526,1.0,1.0,4.6,5,42,13,0,133,1.5879628159401324
e7ebb4cb5b21ea0be8aaddcdb508e89b,11,,17.0,1,41.61414585,1,0.7861,1.47,0.96,5.0,5,42,15,21,135,2.2841096713088698
1ec204e53d37a53792a0ffab9b3a9cb7,39,1.98,56.0,0,112.337877116667,1,0.8857,1.39,1.0,4.72,5,42,19,0,139,3.5855299376605627
b7ab80bf7c6131e2f64554d74d6e3f00,24,,74.0,0,224.904311066667,1,0.8646,1.45,0.88,4.92,5,42,0,0,120,5.648290291235473
61fd3fed059fe100751c5ed09e13165b,14,,23.0,0,121.098419883333,2,0.821,1.44,0.68,4.92,5,42,1,0,121,1.3380712476083014
e233786eff03b433c36226566108968f,46,7.728,73.0,1,83.2118700666667,1,0.8613,1.24,0.96,4.6,4,42,23,50,119,1.439961714377215
a992803567e3e0779869c56c3854a6f1,1,,2.0,0,32.6272517166667,3,0.8203,2.12,0.88,4.92,5,42,15,0,135,2.010660927393573
ea8f1f0a388f896fb88c3def5e6e3ebb,2,,2.0,0,39.61589185,1,0.8904,1.37,1.0,4.8,4,42,21,0,117,2.631435367730861
16ec12ec295f9497659fa0962ffd00e3,5,,5.0,0,32.82123615,1,0.875,1.0,1.0,4.92,5,42,19,0,139,2.3782430777614456
2ebc0be91c3188216746fa0b47ef4bea,15,,31.0,0,53.025308666666696,1,0.8991,1.04,0.96,4.8,5,42,16,0,136,5.170441248777508
42c483e047e7199f01f499059e896f81,2,,3.0,0,84.0656777666667,4,,2.19,0.4,,4,42,22,0,118,2.6793451433600635
e6653833c2f9ea7d061e655863d43100,61,7.945,82.0,0,114.122728166667,1,0.8702,1.58,0.92,5.0,4,42,23,0,119,1.7933832336068904
54fdfb4d2cd98e84f223384476f5daa0,11,1.2,12.0,1,38.0663670166667,1,0.8429,1.33,1.0,4.72,5,42,0,40,120,0.7734914060716662
c4a54efa8bfa956f0cc14b6d0f621bca,42,8.522,78.0,1,72.5709766333333,1,0.8827,1.12,0.96,4.84,5,42,20,15,140,2.5617100946496456
2ec3f59d39d09a48575248626e21eeb4,6,1.83,5.0,1,50.2290497,2,,2.19,0.28571428571428603,,5,42,0,14,120,2.6982123989309192
23257c9996e35bf7dae5dae3e897e272,11,0.3,19.0,1,52.2112629666667,1,0.8435,1.25,0.92,4.88,5,42,19,4,139,11.764638567814114
6274718f40ca60703aa3930d9d3c46f8,50,0.101,88.0,0,83.8174167666667,1,0.8676,1.43,0.96,5.0,5,42,13,0,133,1.4356379421478989
4d39168cf83347d4cbdb17b865e3cccc,32,3.1,38.0,0,95.89626376666668,2,0.8664,1.93,0.64,4.81,5,42,13,0,133,2.8899915890005916
041e474c455aa01f4fb2fa476a26349d,65,3.94,94.0,0,97.6466109166667,1,0.8921,1.24,0.92,4.88,5,42,1,0,121,4.681017419546844
e605846ca79e6b21e4ba204aef63f8cd,14,0.7979999999999999,25.0,0,46.6180200666667,1,0.8898,1.26,0.88,4.96,4,42,23,0,119,2.7270051546132175
6027c9df5b2a6b179f7860d4e287bf07,25,2.9330000000000003,24.0,1,64.7546201666667,1,0.8759999999999999,1.22,1.0,4.84,5,42,16,37,136,0.7344250442097473
641958cfa2247bacde840c0da9e40959,19,1.3849999999999998,21.0,1,92.1641902833333,1,0.8902,1.31,0.96,4.92,5,42,1,50,121,3.996388605228101
4fce8b625f41e1348f295924ce8df680,8,,13.0,1,62.81260545,3,0.8179,2.86,0.92,4.95,4,42,21,23,117,3.7240856775715816
a44da7777801ff2b58cbd7c5d4010aee,1,,1.0,0,24.074167466666694,3,0.9037,2.6,0.96,4.84,5,42,15,0,135,4.1643082486519205
816299e0557612221e0fd859db728af2,8,2.2680000000000002,12.0,1,48.1752347833333,2,0.8295,1.62,0.8636363636363641,4.87,4,42,22,41,118,0.3682926815800039
6132690a7475117b08cc6bc999c7f98f,27,2.758,45.0,0,87.8433156,1,0.8673,1.17,0.96,5.0,4,42,23,0,119,3.430128201553756
0fb0479ddfc29f7cc09f259929566ae1,44,4.8,78.0,0,188.66050871666698,2,0.8591,3.71,0.882352941176471,4.73,5,42,16,0,136,2.2182652028913528
8af8574992656702c491af7d56f00404,2,,2.0,1,45.6616603333333,2,0.8662,2.8,0.8,4.64,4,42,19,2,115,1.3884143202976207
2aa1c9bb2dfb2a3b6c031e045c514bb9,1,,2.0,0,46.21317420000001,1,0.8509,1.82,0.96,4.88,5,42,15,0,135,2.617864784666357
fa338f0e45f7322dc563f624b38c8856,7,,9.0,0,37.0866736333333,2,0.8677,2.4,0.64,4.8,5,42,1,30,121,1.9466713383440766
8a7ab0bbd27388c5af37ff5569eb3f82,17,0.4,40.0,1,62.7602589166667,1,0.8934,1.48,0.96,4.84,4,42,22,33,118,6.472940575227096
a1ef3edcf85c97fb20ede3f91f6c55f9,34,2.221,63.0,0,122.23203246666701,2,0.851,1.5,0.84,4.84,5,42,18,0,138,3.9593781304800273
49acf1cb9d9c42468223ee8954108224,7,,14.0,1,61.18287775,2,0.8609,2.07,1.0,4.8,4,42,21,33,117,4.367840098120834
346dc3d42162380795df51b6141f354e,12,1.336,22.0,1,77.3660667833333,3,0.8228,2.05,0.96,4.92,5,42,16,49,136,10.8256783179421
21ff20877c11746ba66830f6d6974e18,9,,42.0,1,39.74355565,1,0.8744,1.06,1.0,4.84,5,42,0,32,120,1.997831779027784
e3dcb4e80bd4076071a5f137a93c433f,11,,13.0,1,119.063725583333,2,0.8696,1.57,0.84,5.0,5,42,21,56,141,2.6025247373775007
a6c8dff5071018789e46421f07a05095,6,1.18,13.0,1,40.0016598,3,0.7908,2.09,0.96,4.84,4,42,23,9,119,3.195525791818174
2ec167b6ca64da095449a5bfe740d573,9,0.5,10.0,1,82.4278086166667,2,0.8938,1.71,0.8,4.88,4,42,22,52,118,3.755445899144016
3364aa68ced52142f8b3de8d62378fa5,21,1.7,21.0,0,100.210673733333,2,0.87,1.5,0.8,5.0,5,42,18,0,138,2.316582520135655
895b28a40b4b8d0d1e5c60aa27af03d3,30,,53.0,0,113.666233816667,2,0.8598,2.38,0.72,4.76,5,42,20,0,140,2.374756363186316
1543a0e966701484ab0cf84c89b53e67,1,,1.0,1,66.3750395,3,0.7754,2.33,1.0,4.76,4,42,21,13,117,1.1986565465695016
9693140d17e9b692f55b63f7a53a58c0,49,2.0,65.0,0,111.48029575,2,0.8676,1.29,0.8,4.56,5,42,21,0,141,3.868737700086783
bfb4da9062b0e62dac64ec3d8103afe2,17,,24.0,1,77.34574038333331,1,0.9355,1.85,0.947368421052632,4.93,4,42,23,18,119,1.8633367818575115
9809d15b51bd9ccf1355788ccf694758,21,1.298,27.0,1,67.35023670000001,1,0.8658,1.3,0.96,4.92,4,42,23,16,119,1.0683655020898155
82eeb1b00a3ee1b78e90a6e7ea97fbcb,18,2.778,15.0,0,121.586228816667,2,0.8356,2.11,1.0,4.89,5,42,20,0,140,2.8257566631313624
6524e0795823f262088a37a1bdfd7e74,51,13.66,71.0,0,148.02970946666701,1,0.8664,1.36,1.0,4.68,5,42,18,0,138,2.948989996307354
dc16e3ccfd48365e9c3cc958007ad048,3,0.355,2.0,1,42.213238083333295,3,0.8547,2.2,0.88,4.8,5,42,16,52,136,1.1409589445038342
f871794238e933c1545dc3a9eecf03b5,16,1.5,21.0,0,73.9528646833333,1,0.8389,1.4,1.0,4.88,5,42,0,0,120,5.179594588775865
2b84ceab6cb0095e4463769907f795bb,33,0.3,73.0,1,117.38340905,1,0.909,1.53,0.96,4.72,5,42,17,15,137,2.382813233999085
7a8c36c13da9bea97a3b72f37dbc51f3,8,1.7,9.0,1,60.396276583333304,2,0.815,2.54,0.84,4.8,4,42,20,41,116,4.844430105283708
25e546e77cae2724a68c6e687565a4f2,9,,15.0,1,213.94951048333303,2,0.805,3.06,0.96,4.84,4,42,20,23,116,1.2273509666263656
bab1f15c3ef4d16374c5e9cb2bc40f1d,4,,10.0,1,70.0509732666667,2,0.8854,2.31,0.84,4.81,4,42,23,30,119,5.595319095728561
35724a30378016850cf2cb16aa1b02a9,6,1.965,7.0,0,80.52178190000002,1,0.8622,1.08,1.0,4.92,5,42,13,30,133,2.1977239991303543
eb802934f1919d9aeceb002aa624bccd,2,,2.0,0,85.5892288833333,3,0.8191,1.41,1.0,4.64,5,42,15,0,135,5.004652864502825
2b6924b7f63f2aef28d36279758d5650,23,2.682,27.0,1,68.01684995,1,0.8596,1.09,0.96,4.84,4,42,20,22,116,0.9862701868218391
8b17c91ded0260b32e7702886148faa7,10,3.6289999999999996,30.0,0,109.4193236,1,0.8986,1.38,0.92,4.68,5,42,1,0,121,2.100949701063077
8c60e876f5d5e7580c53ba5cfcec45ca,9,4.0489999999999995,11.0,1,57.5974467333333,1,0.8805,1.75,0.88,5.0,5,42,15,41,135,7.5938556321604285
ba6818d6ff994c68ed629326e18881cc,6,,11.0,1,61.1602930833333,2,0.7918,2.17,0.76,4.64,5,42,0,54,120,1.793549320314314
d22a14ec47954ce2eb4fcb847aab3fae,16,,29.0,1,70.7253113166667,3,0.8678,3.48,0.6842105263157889,4.44,4,42,21,2,117,2.191262816957179
40f3749da2e1338cd1de09cd229c7bcc,2,,2.0,0,20.9307104166667,1,0.8816,1.38,0.92,4.8,5,42,13,0,133,0.5672306252836352
072a9fff517900bc14fe69ef49af5252,41,6.254,42.0,0,120.8403683,1,0.8656,1.4,0.92,4.92,5,42,17,0,137,1.9548714086130345
6b349aed6bc787fe950a3af41c0b42a5,15,0.2,20.0,1,66.1927945166667,2,0.9066,1.27,0.8,4.92,5,42,13,27,133,0.5230237708363091
105a54d0c85ce424a5a7f31f958c5f4f,8,,15.0,0,72.24204300000002,2,0.8668,2.5,0.8,5.0,5,42,16,0,136,1.7826014088039013
c8235fe1e9d26eb699f566b9171c72ef,2,,2.0,0,40.107331633333295,1,0.887,1.03,0.88,4.92,5,42,17,0,137,5.386963529278442
e7de065ea52801aa2e843520d448bde3,32,4.232,56.0,1,64.2935859666667,2,0.8591,1.68,0.6,4.88,4,42,20,52,116,0.47631361181563203
729a0d77911a88335378fc60d9a35e16,4,,5.0,1,74.8735338166667,2,0.8402,1.88,0.76,4.68,5,42,19,22,139,1.376389687231976
b4e34d9e48b96201c16118aabf95443e,28,3.042,62.0,0,88.3184343333333,2,0.8962,1.54,0.84,4.96,5,42,16,0,136,2.22422435154262
cee16f9b1e7db77b31a73c743a668875,4,3.3,,1,65.4066639,2,0.8492,4.12,0.7619047619047621,4.64,4,42,21,15,117,2.2513759003706317
f87e1a0e04cf7da6194c838c8186f853,5,,8.0,0,140.160368933333,1,0.8423,1.82,0.92,4.72,5,42,1,0,121,1.305050354888391
2129348190dfaffc6b53ae52e68e9397,4,,6.0,1,52.3481182,2,0.8267,2.94,0.84,4.87,5,42,17,32,137,3.2037839200171687
afff0ff7686daaf0f19a0da445fcb701,6,,8.0,1,48.8840800666667,1,0.88,1.56,1.0,4.8,4,42,22,32,118,0.9282997086893524
e1aa5b789e42c78271d6c37883d507e9,44,4.9049999999999985,107.0,1,88.13952153333332,1,0.8558,1.17,0.92,4.76,4,42,23,55,119,1.1525148765511006
33fb142231ee671bbb381255eb2df56b,2,,2.0,1,117.619087216667,3,0.8319,1.86,0.88,5.0,4,42,20,16,116,6.046879403532863
b0f670d81d4ab726059e195a5f45e977,3,,5.0,1,62.6610966833333,2,,2.19,1.0,,5,42,18,57,138,4.012524853070151
3112893f062f81cdd209980f60352897,19,,35.0,0,52.390377,1,0.8766,1.64,0.92,4.32,5,42,15,0,135,1.874646271395055
7dec91698a185bac0d7e124391a80a9b,80,3.1950000000000003,92.0,0,158.401368216667,1,0.8285,1.64,0.96,4.92,5,42,1,0,121,1.7857910616979684
697a5e6e78e8038d53df81eb0ee33d17,19,0.935,18.0,0,91.6251638666667,3,0.8446,2.36,1.0,4.92,5,42,0,0,120,4.031863759002797
080bc3b86a628e31f8f04a59b79fe800,8,,10.0,1,77.2948493333333,2,0.8887,1.43,0.72,5.0,4,42,23,56,119,2.7544047766812962
e839b88d7feaf7dd50c57cd19d049181,1,,1.0,0,52.4794941166667,2,0.8947,2.29,0.826086956521739,4.81,4,42,22,0,118,2.6665238189773266
26b9b805350eea5d9e6113bbf8877f45,17,,47.0,1,131.759125533333,2,0.8558,2.84,0.8,4.76,4,42,23,48,119,5.970204778259534
63e6f3bf283d4f8b37763fea6b5f8f74,17,,27.0,0,89.1790543166667,1,0.9,1.24,0.96,4.56,5,42,18,0,138,5.1671678753953385
ce704be85b8033a0e60d93c5c819185c,4,,4.0,0,56.329432216666696,1,0.8546,0.9,0.92,5.0,5,42,18,0,138,1.869505340207636
048c12f3d358a75f15a27ad7a4954269,9,,21.0,0,55.8099164333333,1,0.9048,1.1,0.92,4.72,5,42,13,0,133,2.479878899914361
efd2a3c11bd79e649a0de9c59e922569,17,,35.0,1,96.2107803333333,1,0.878,1.62,0.88,4.76,4,42,20,40,116,2.782390744981588
5131c0f26d707c489aff53c76f8bef50,39,4.053,49.0,0,88.97814276666668,1,0.8811,1.19,1.0,4.96,5,42,13,0,133,4.227720304005225
52cd6731f50f8fb535899211958805a0,8,,8.0,0,101.374179866667,3,0.8613,2.55,0.92,5.0,5,42,19,0,139,5.649533068428737
7db66f0df6b9e8d14fa9dfa1c109d3c6,17,1.486,19.0,0,95.1962647,2,0.7963,2.44,0.96,4.8,5,42,18,0,138,1.7258796735300252
a31df681648ff1fc3503b7d733312f00,4,,10.0,1,74.42469718333331,3,0.8561,2.12,0.96,4.84,4,42,20,32,116,2.3895364336385487
f9430543ec363dfd1872f3ed7192e8f7,39,2.435,104.0,1,119.07904688333299,1,0.8899,1.53,0.96,4.96,4,42,20,43,116,5.202510804280491
a4948de4641f8a7e8fcae31714c36e27,17,,41.0,1,139.61996259999998,1,0.8998,1.66,0.92,4.92,5,42,14,55,134,5.417056465093605
927648195d2bf722eb562eb07722fa19,15,1.344,26.0,1,50.5611184833333,1,0.902,1.43,0.96,4.8,4,42,21,0,117,2.1694334025261424
7aa911a20009fd9d66732c8b57dafc7c,14,1.0,21.0,1,54.732457216666695,1,0.8595,1.57,1.0,4.6,4,42,22,9,118,1.2045915382277832
98980a7efb9572f603d2731ace1519cc,10,,25.0,0,61.47799620000001,1,0.8841,1.03,0.96,4.88,5,42,18,0,138,6.382815260309264
31ec4a4fee435da6fff8c299f3400647,26,1.835,30.0,0,115.4628287,1,0.8746,1.47,1.0,4.84,5,42,18,0,138,3.5717706753219836
5aa8338b837977d9762c5e02ad9f11c0,26,0.2,39.0,1,59.795812183333304,1,0.8622,1.12,1.0,4.76,4,42,22,14,118,1.0071764588505159
605c14a26f750eda29ea71ccc28044ea,9,,13.0,1,25.0747587,1,0.8973,0.97,1.0,4.84,4,42,21,8,117,1.8807083164571985
1302338033737b9c29c14ce1f6acfc5b,13,2.4519999999999995,18.0,0,94.8449996,3,0.8811,2.92,0.96,4.88,5,42,2,0,122,3.831124055679246
f445b4b739f66e81b6ed45f70721f0c0,14,,29.0,1,57.9415258,3,0.8174,2.12,1.0,4.84,5,42,17,32,137,1.2805020259854003
37cc6d60800068c2e24eb67aa30e63b9,51,3.2489999999999997,62.0,0,97.1045198,3,0.8506,0.95,1.0,4.88,5,42,17,0,137,2.7877645662787156
e637e5ee8d0017484bcc8c43d2e28d87,57,5.808,97.0,0,148.810656966667,1,0.8256,0.93,0.96,4.56,4,42,21,0,117,4.006660125076104
a08383276ae8681389de67370a940847,13,0.2,21.0,0,101.749904183333,3,0.8519,1.92,0.88,4.92,5,42,16,0,136,0.8850356743937321
96411ca12807a3bfb910246b970cd85e,27,0.3,47.0,0,61.3997066833333,1,0.9114,1.27,0.92,5.0,5,42,15,0,135,0.11551603941509894
e1ec51edab621faddd7129525fb1d11a,6,,11.0,0,66.13826645,3,0.8414,2.15,0.92,4.52,5,42,2,0,122,3.3846983028637068
